transaction_id,customer_id,customer_email,customer_country,product_category,product_name,unit_price,quantity,discount_applied,final_amount,payment_method,order_status,order_date,shipping_address
TRX-41845,78af5e55-336e-422b-9dff-645274023cc7,millerrodney@example.com,Kuwait,,Grass-roots dedicated framework,856.22,4,0.0,3424.88,Gift Card,Cancelled,2025-12-04 04:00:00,"4584 Winters Ports Suite 073, Angelaville, PW 65213"
TRX-41846,2b06c2bf-d9b2-44cb-8a18-7c90efef025f,amanda97@example.com,Dominican Republic,Toys,Object-based discrete knowledge user,217.96,4,0.0,871.84,Bank Transfer,Cancelled,2025-06-08 02:00:00,"6952 Rangel Throughway, Lake Jakeburgh, CT 43622"
TRX-41847,0e36d97f-95e0-47e7-9bfb-ed3e8f044239,ywilkins@example.net,San Marino,Clothing,Quality-focused coherent functionalities,1473.22,3,0.0,4419.66,Bank Transfer,Completed,2025-10-03 13:00:00,"802 Williams Drives, New Kimtown, NC 04324"
TRX-41848,8c47c599-b504-49f9-acbc-88506b75103f,alan60@example.com,Philippines,Toys,Triple-buffered tangible archive,339.14,5,0.0,1695.7,PayPal,Completed,2025-09-04 03:00:00,"66875 Lee Inlet, Martinmouth, MA 48425"
TRX-41849,ae9b3127-c0ca-4a47-b0de-35518492342d,ysmith@example.org,Norway,Toys,Managed real-time functionalities,1355.41,1,50.25,1305.16,PayPal,Pending,2025-04-20 18:00:00,"24023 Paul Fields Suite 390, Port Sheilaberg, MI 44423"
TRX-41850,3d3518d2-a6a8-48b2-b804-c0ea6c383b8c,michelle42@example.net,Spain,Home & Garden,Secured 4thgeneration ability,1101.41,5,1363.58,4143.47,Credit Card,Cancelled,2025-08-04 00:00:00,"845 Derek Ville Suite 098, Youngbury, MH 62893"
TRX-41851,73b2d689-9b80-48d2-9ba7-221ebbc3fd8b,saundersdeborah@example.org,Tanzania,Electronics,Self-enabling content-based complexity,501.12,2,0.0,1002.24,Gift Card,Refunded,2025-06-05 17:00:00,"99495 Horton Keys, East Jonathan, WA 00769"
TRX-41852,35c4de3c-17db-427c-ae88-d8af9d2bdff2,angelaharris@example.com,El Salvador,Electronics,Up-sized asynchronous interface,1488.23,4,0.0,5952.92,PayPal,Pending,2025-12-16 13:00:00,"98572 Kevin Courts Apt. 317, Lake Michellemouth, IA 71894"
TRX-41853,6d4aa9f8-5ea2-44b9-b45f-bf94f4965e3c,rodneywalker@example.org,Georgia,Toys,Robust maximized implementation,1443.91,5,0.0,7219.55,Bank Transfer,Completed,2025-01-13 19:00:00,"Unit 1580 Box 3781, DPO AP 51570"
TRX-41854,243d1c09-c3c7-481d-b081-0cd3d40e17e8,chasebenjamin@example.net,Burundi,Books,Synergized fault-tolerant standardization,198.95,4,10.87,784.93,Credit Card,Pending,2025-08-01 03:00:00,"5773 Tucker Spurs Suite 968, Murphyfort, VI 83629"
TRX-41855,aea46c63-6f9c-45c1-9605-eb6689655c7b,claytonkevin@example.net,Korea,Sports,User-friendly empowering throughput,240.81,5,91.85,1112.2,Bank Transfer,Pending,2025-09-08 01:00:00,"PSC 9536, Box 3114, APO AA 64499"
TRX-41856,eb9ff1f8-8bc9-4b10-94ca-92cbbed7eacb,alex86@example.com,Puerto Rico,Clothing,Face-to-face needs-based migration,129.18,1,15.22,113.96,PayPal,Pending,2025-10-06 01:00:00,"8398 Matthew Locks, Barreraport, CA 06505"
TRX-41857,f3093b97-6518-4469-94bb-1084cd45e9d1,pamelacurtis@example.org,Namibia,Electronics,Enterprise-wide user-facing open architecture,1388.48,4,1050.07,4503.85,Bank Transfer,Completed,2025-07-21 22:00:00,"05239 Jones Port, Lake Garrettshire, NM 33147"
TRX-41858,2c9c1f39-f33e-4978-941f-196732bc7f9f,dibarra@example.org,Indonesia,Sports,Visionary secondary function,1276.26,1,0.0,1276.26,PayPal,Cancelled,2025-12-21 16:00:00,"0271 Richard Burg, Alexisside, AR 19266"
TRX-41859,04d983b3-e789-4c83-886d-28bbac842a0f,taylor67@example.org,Niue,Electronics,Balanced scalable protocol,1332.97,3,0.0,3998.91,Bank Transfer,Completed,2025-02-05 08:00:00,"4793 Brian Junction, West Ryanhaven, VT 29789"
TRX-41860,b3a426be-84dd-4e91-be90-f5f77de97892,troy05@example.com,Gibraltar,Clothing,Cross-group neutral product,143.21,5,0.0,716.05,Gift Card,Cancelled,2025-07-29 14:00:00,"50829 Fischer Meadows, Lake Michaeltown, MI 04841"
TRX-41861,50e6e240-00f1-4be4-805c-70d0bea983b8,marysanchez@example.net,Benin,Home & Garden,Monitored multi-tasking migration,610.72,4,185.6,2257.28,Gift Card,Completed,2025-09-13 04:00:00,"49929 Campbell Loaf Apt. 845, Sparksport, AZ 46146"
TRX-41862,c777b6e3-e7db-4801-8aa8-aedf22d95b8c,edwardsisabella@example.com,Greece,Electronics,Devolved eco-centric algorithm,1094.25,1,0.0,1094.25,Gift Card,Cancelled,2025-07-02 00:00:00,"4676 James Square Suite 739, Alextown, PA 78793"
TRX-41863,91669a87-98f4-4063-b23f-6574ce3b8045,brandipearson@example.com,Guadeloupe,Books,Upgradable logistical strategy,1454.91,1,151.53,1303.38,Credit Card,Completed,2025-07-03 21:00:00,"Unit 3633 Box 2168, DPO AA 47970"
TRX-41864,767c209f-9668-4c15-94a6-d768bc5abc8e,mccormickwilliam@example.com,Argentina,Books,Object-based empowering alliance,898.45,3,0.0,2695.35,Credit Card,Pending,2025-07-19 12:00:00,"6808 Chad Lock Apt. 819, North Justin, RI 03317"
TRX-41865,646b0807-78af-4602-8008-34ddc86ed83e,cedwards@example.com,Greece,Electronics,Advanced eco-centric extranet,248.53,1,23.69,224.84,Gift Card,Pending,2025-05-15 03:00:00,"146 Smith Falls, Johnburgh, PR 74975"
TRX-41866,e15d51f4-9df9-4577-9773-328abf17f835,jjones@example.net,Sri Lanka,Clothing,Distributed systematic structure,25.09,4,0.0,100.36,Gift Card,Cancelled,2025-02-06 09:00:00,"493 Jones Light, New Jerome, AZ 35355"
TRX-41867,4374e287-7ac2-4b79-9d44-827d8745dd8f,chelsearyan@example.org,Nauru,Clothing,Open-source 4thgeneration core,420.22,3,0.0,1260.66,Bank Transfer,Completed,2025-01-06 23:00:00,"53639 David Views Suite 663, Lyonstown, WI 94395"
TRX-41868,52bf8770-d2a8-4a23-ada8-91fd40b1737a,xlloyd@example.org,Tajikistan,Toys,Right-sized uniform architecture,988.85,5,0.0,4944.25,Gift Card,Completed,2025-08-09 05:00:00,"3304 Charles Neck Suite 985, Claytonville, WI 72852"
TRX-41869,de7af4e9-eac2-4280-888c-62ed19684835,dhughes@example.org,Congo,Toys,Function-based 3rdgeneration access,1398.97,2,0.0,2797.94,Bank Transfer,Refunded,2025-05-27 08:00:00,"84286 Henson Drive Suite 729, Lewismouth, KY 68918"
TRX-41870,9c388856-b2c5-407e-8c15-8e90413fccfc,tlong@example.net,Philippines,Toys,Phased zero tolerance focus group,202.12,4,67.1,741.38,Gift Card,Pending,2025-09-17 18:00:00,"25797 Potts Mall Suite 738, East Caseyville, ME 44626"
TRX-41871,b0f97ee4-c509-4f1d-88e9-2dbb444b6cbe,tapiapaul@example.com,Cocos (Keeling) Islands,Electronics,Phased bi-directional customer loyalty,1329.5,3,0.0,3988.5,Gift Card,Pending,2025-09-22 04:00:00,"215 David Valley Suite 476, Riversmouth, NC 73510"
TRX-41872,721c90f1-1ba6-4520-ab3c-2af3ca214481,shawmelissa@example.org,Tanzania,Electronics,Progressive asymmetric artificial intelligence,1329.87,1,0.0,1329.87,Bank Transfer,Pending,2025-10-15 11:00:00,"98055 Denise Street Suite 310, West Marytown, AR 20975"
TRX-41873,29405ba7-e272-497b-ac40-45b1d89ec2aa,taylorkelly@example.com,United Kingdom,Books,Vision-oriented web-enabled policy,223.05,1,0.0,223.05,PayPal,Cancelled,2025-09-27 00:00:00,"PSC 3567, Box 1469, APO AE 78063"
TRX-41874,33b460e6-9746-407e-ac41-1d978a649baa,stevenoneal@example.net,Solomon Islands,Home & Garden,Synergized bi-directional concept,1295.42,3,0.0,3886.26,Bank Transfer,Refunded,2025-10-22 07:00:00,"USNV Yates, FPO AA 58135"
TRX-41875,e3982261-aa07-4438-9fc4-e8e0b9d6eed3,fgalvan@example.net,Martinique,Sports,Multi-layered zero tolerance policy,1183.15,5,986.98,4928.77,Bank Transfer,Refunded,2025-05-10 07:00:00,"041 Braun Dale Suite 595, West Meganhaven, WV 23743"
TRX-41876,c1de48ef-c941-4dcb-88c0-2a8ebd2d20e7,william65@example.net,France,Sports,Decentralized coherent forecast,1287.56,2,0.0,2575.12,Credit Card,Completed,2025-02-18 22:00:00,"54923 Young Keys, Whitneyville, MO 24160"
TRX-41877,642f1977-15b0-439a-a79f-f51c84ceb1ca,hmartin@example.com,Isle of Man,Toys,Advanced homogeneous policy,1233.77,5,1445.06,4723.79,Gift Card,Refunded,2025-03-30 07:00:00,"491 Jade Walks, South Deborah, ME 35274"
TRX-41878,c027347d-d80b-49fa-8f7d-c9ae9ddf41a7,barbara86@example.org,San Marino,Toys,Persevering didactic middleware,71.72,2,0.0,143.44,Credit Card,Completed,2025-10-27 13:00:00,"842 Snyder Stravenue, Christopherborough, WV 62235"
TRX-41879,4acb0162-e543-4f60-8371-7460fe3df167,jonathan71@example.org,Tonga,Home & Garden,Synergistic cohesive collaboration,1346.89,2,346.39,2347.39,Bank Transfer,Pending,2025-09-13 15:00:00,"142 Victor Brook Apt. 750, North Jessica, UT 25567"
TRX-41880,337f8e7d-249b-4491-a9eb-82a970f90349,boltonrobert@example.com,Hungary,,Organic 3rdgeneration encryption,676.07,5,0.0,3380.35,Bank Transfer,Completed,2025-06-14 14:00:00,"6633 Daniel Turnpike, Dawnberg, VT 50370"
TRX-41881,b0742261-b237-4296-993e-818bc3811365,kherring@example.net,Thailand,Toys,Centralized optimal matrix,1042.09,4,0.0,4168.36,PayPal,Refunded,2025-06-22 17:00:00,"44606 Phillips Summit, New Tanyafurt, ND 96528"
TRX-41882,b67e1d98-3b75-4e62-807c-a56dc228ea46,henrywalton@example.com,Papua New Guinea,Toys,Stand-alone demand-driven installation,655.75,5,0.0,3278.75,Gift Card,Completed,2025-08-28 14:00:00,"8993 Justin Forges Apt. 632, Rosalesville, MA 17463"
TRX-41883,a90a4644-64f6-473a-9234-a5324916060f,jesse35@example.net,Iceland,Clothing,Versatile mission-critical contingency,1130.0,2,485.36,1774.64,Bank Transfer,Refunded,2025-08-12 18:00:00,"688 Rose Greens, Port Gabriel, VA 82057"
TRX-41884,ad944fa6-2fe4-4213-bc06-ac50b26c641b,tcolon@example.com,Denmark,Home & Garden,Multi-layered systemic website,1105.65,1,0.0,1105.65,Gift Card,Refunded,2025-01-05 15:00:00,"84384 Roberts Stravenue, Timothyview, UT 05035"
TRX-41885,ef78d811-7e21-4a9a-a445-46b47f72ea1b,,Netherlands Antilles,Books,Phased incremental monitoring,209.74,1,0.0,209.74,Gift Card,Pending,2025-01-18 08:00:00,"42322 Tracy Vista, East Patricia, TX 89638"
TRX-41886,cbecb812-ed57-4309-8a25-0ae0e9ff7dc3,smithgerald@example.com,Sudan,Home & Garden,Devolved tertiary capacity,579.31,5,501.71,2394.84,Credit Card,Refunded,2026-01-01 05:00:00,"94191 Teresa Landing, Erictown, PA 34404"
TRX-41887,2c67ff20-c6d8-4970-9e1c-fa91509a1d20,alexanderkline@example.net,Saint Vincent and the Grenadines,Home & Garden,Customer-focused interactive extranet,1128.11,1,313.07,815.04,PayPal,Cancelled,2025-03-17 20:00:00,"12198 Kimberly Parks, Davilachester, FM 02455"
TRX-41888,65dbd57e-909f-46f7-a7b9-ab7b7a95a3a7,mary03@example.org,Cambodia,Toys,Innovative tertiary groupware,8.04,2,0.0,16.08,Gift Card,Cancelled,2025-03-30 00:00:00,"58004 Brianna Ports, Andrewton, WA 18161"
TRX-41889,0c268611-e078-4ccb-b038-83aada0d9d96,michelle60@example.org,Estonia,Toys,Future-proofed executive flexibility,48.71,4,0.0,194.84,Credit Card,Refunded,2025-10-28 19:00:00,"849 Hernandez Trail, North Lisaberg, KY 52250"
TRX-41890,7c4c54bd-99ec-49b0-93d1-00219c34697a,powellthomas@example.com,Gibraltar,Toys,Organic multimedia pricing structure,1212.9,4,932.54,3919.06,PayPal,Completed,2025-05-16 20:00:00,"393 David Mills, Lake Natashaland, MP 16326"
TRX-41891,0e33ffed-8f4e-4d4a-96cf-ecb1945bddd7,deborahmoore@example.com,Guinea-Bissau,Toys,Digitized 24/7 paradigm,216.49,5,165.15,917.3,Bank Transfer,Refunded,2025-02-19 00:00:00,"477 Gabriella Stream, Gibsonbury, DE 67592"
TRX-41892,d55a9780-59ae-45e9-80a7-927bd3884ed2,,Costa Rica,Electronics,Managed regional initiative,539.96,5,0.0,2699.8,PayPal,Completed,2025-04-21 20:00:00,"67230 Anna Vista, Lisaborough, MS 09823"
TRX-41893,1cf08eb1-5fee-4001-83a0-1a48d320d84d,william80@example.net,Guadeloupe,Clothing,Universal composite service-desk,554.59,1,150.28,404.31,Gift Card,Pending,2025-02-20 23:00:00,"921 Robin Streets Apt. 884, Atkinsonshire, MT 70699"
TRX-41894,d9defe78-d720-45b8-942f-283a9f50ca55,shawn36@example.com,Bahamas,Sports,Mandatory optimizing task-force,1415.08,3,0.0,4245.24,PayPal,Cancelled,2025-01-22 04:00:00,"6634 Melanie Tunnel, Jeffreyfurt, WI 01948"
TRX-41895,f9d26fab-4061-48b4-8325-96558bb984cf,millermatthew@example.net,Saint Kitts and Nevis,Books,Integrated national alliance,349.28,1,0.0,349.28,Credit Card,Cancelled,2025-04-08 00:00:00,"094 Ryan Cove, West Natasha, SD 14231"
TRX-41896,9903f657-5509-4506-8c6c-c94a3222e3af,mendezjohn@example.org,Lithuania,Books,Multi-lateral transitional analyzer,505.74,2,0.0,1011.48,Gift Card,Completed,2025-02-11 02:00:00,"53940 Gallagher Creek Apt. 513, Port Bethville, OH 41811"
TRX-41897,605ddb3b-dd9f-4d31-bbce-d16038d667c9,rhonda81@example.com,Algeria,Toys,Business-focused holistic knowledgebase,1473.13,5,0.0,7365.65,Gift Card,Cancelled,2025-01-26 16:00:00,"Unit 3829 Box 6830, DPO AA 11318"
TRX-41898,0b08224b-6b01-43c1-9cb8-a83b44130778,qsheppard@example.com,Niger,Sports,Universal 5thgeneration moratorium,229.1,2,21.7,436.5,Gift Card,Cancelled,2025-04-05 11:00:00,"15920 Stephen Station, Andersonbury, TX 63320"
TRX-41899,1d5941bd-7784-4585-a656-3c40357f18da,elizabethbailey@example.org,Djibouti,Sports,Reactive coherent matrix,1463.15,1,0.0,1463.15,PayPal,Cancelled,2025-03-12 11:00:00,"2986 Rebecca View, South William, NH 32633"
TRX-41900,e99cfbc4-cd73-4e89-838c-4fc3c6b682c2,tammy93@example.org,Monaco,Home & Garden,Optional high-level capability,986.02,5,678.13,4251.97,Gift Card,Cancelled,2025-08-30 15:00:00,"69254 Tracey Views Apt. 612, West Michael, NY 79932"
TRX-41901,d9100663-a65e-4cb6-b5c5-1b38ec1fc1f3,hayessarah@example.net,Turkey,Home & Garden,Object-based bandwidth-monitored extranet,1216.84,2,0.0,2433.68,Bank Transfer,Completed,2025-05-20 02:00:00,"171 Denise Harbor, Port Reneeport, KY 22917"
TRX-41902,818574ec-299a-4d22-8b6e-310da6e20b70,samanthagillespie@example.net,Vietnam,Home & Garden,Implemented systematic ability,1427.41,1,0.0,1427.41,Credit Card,Completed,2025-03-04 05:00:00,"47591 William Islands, West Brittney, OH 24049"
TRX-41903,6ab4974f-70c0-41bc-a5ff-1d22b5934ef4,spencermartin@example.com,Ukraine,Books,Pre-emptive interactive process improvement,1500.0,1,57.73,1442.27,PayPal,Cancelled,2025-03-02 00:00:00,"0035 Amanda Hollow, West Michaelville, TX 88612"
TRX-41904,d2d6fc42-bdb5-4cc6-845d-f6ad2722b0bb,brandongarcia@example.com,Samoa,Electronics,Optimized background model,18.61,1,5.18,13.43,Credit Card,Refunded,2025-09-29 11:00:00,"902 Joseph Light Suite 809, Tuckerfurt, MT 53210"
TRX-41905,16699396-f418-496a-a55c-71fb5fe397ca,davidsmith@example.org,Tuvalu,,Enterprise-wide analyzing algorithm,699.28,3,0.0,2097.84,Gift Card,Cancelled,2025-10-30 04:00:00,"287 Frank Crescent Suite 035, Johnsontown, IN 16259"
TRX-41906,47a83eb7-916e-4dbc-8f50-7f50adfd841c,lauren44@example.org,Korea,Books,Open-architected solution-oriented standardization,1066.3,2,265.42,1867.18,Credit Card,Pending,2025-04-02 07:00:00,"2673 Zachary Drives Apt. 663, South Janet, VT 58034"
TRX-41907,c1c0d587-4781-4919-b8ad-b04241ec6ba3,lisalewis@example.net,Tunisia,Books,Customizable real-time portal,729.85,3,211.84,1977.71,PayPal,Completed,2025-06-29 16:00:00,"366 Miranda Loaf, Riosfurt, ND 14266"
TRX-41908,110ac930-76c0-444f-a3d2-95f5529b4c35,leeandrew@example.net,Andorra,Sports,Focused transitional leverage,410.17,1,15.24,394.93,Bank Transfer,Refunded,2025-04-15 05:00:00,"1777 Jackson Highway Apt. 872, Toddview, FL 40850"
TRX-41909,66c4214a-6f95-4823-bc25-3106fdc6cc81,elizabeth68@example.net,Mali,Electronics,Operative methodical model,1378.6,5,0.0,6893.0,Bank Transfer,Refunded,2025-09-28 14:00:00,"483 Garcia Neck, Suttonfurt, MO 45430"
TRX-41910,bbf4bd5f-6ec9-423c-ad95-745a62654c20,arielcook@example.net,Philippines,Books,Secured mobile solution,432.83,5,0.0,2164.15,PayPal,Pending,2025-11-17 08:00:00,"1731 Hall Corner, Port Sandrafort, MO 23345"
TRX-41911,0637d7aa-a99d-4f31-84f3-f1dc25095589,rosegonzalez@example.org,Canada,Electronics,Assimilated executive secured line,1267.55,5,1589.64,4748.11,Gift Card,Completed,2025-12-14 12:00:00,"502 Victoria Vista Apt. 417, South Moniquemouth, AL 53570"
TRX-41912,67eb011c-1488-4879-9937-4b92c959d19e,ahorton@example.com,Wallis and Futuna,Electronics,Distributed local open architecture,879.06,3,512.66,2124.52,Credit Card,Completed,2025-08-20 07:00:00,"9399 Leonard Alley, South Crystal, IN 42423"
TRX-41913,9a0959d7-2d28-4789-ad66-03bfbbf1c2e5,shelley48@example.net,Puerto Rico,Books,Customizable leadingedge intranet,695.78,4,326.32,2456.8,Bank Transfer,Refunded,2025-05-04 14:00:00,"808 Melissa Road Suite 962, North Carlfort, GA 32085"
TRX-41914,92217fe9-6111-424e-a83b-2d2e9910e49e,lisanelson@example.net,Antarctica (the territory South of 60 deg S),Home & Garden,Customer-focused empowering utilization,430.64,3,0.0,1291.92,Bank Transfer,Cancelled,2025-07-12 08:00:00,"7178 Johnson Curve Apt. 030, Herringville, MO 99108"
TRX-41915,096a48c6-c874-43ae-b487-c035173a1021,lewisjennifer@example.net,Dominican Republic,Toys,Multi-layered cohesive extranet,161.48,1,34.09,127.39,PayPal,Cancelled,2025-03-30 13:00:00,"386 Michael Station, West Bradton, CA 99177"
TRX-41916,7e574af4-9b67-4a2e-b831-0d090c502288,zstout@example.com,China,Books,Centralized tangible task-force,274.66,1,12.08,262.58,Bank Transfer,Pending,2025-07-22 20:00:00,"7328 Stephanie Ports, New Jasonville, IA 60097"
TRX-41917,3482ebd4-36b1-419f-9d64-32103bb472ae,sandra88@example.org,Haiti,Home & Garden,Diverse human-resource alliance,339.74,4,0.0,1358.96,Gift Card,Pending,2025-01-03 17:00:00,"167 Evans Trace Apt. 751, Jamiebury, MI 46087"
TRX-41918,d4f95234-5cec-48bc-ae83-ede0df4a5c4c,smithkaren@example.net,San Marino,Home & Garden,Team-oriented demand-driven middleware,175.69,4,0.0,702.76,Bank Transfer,Completed,2025-10-08 09:00:00,"500 Torres Shore Suite 385, Erinport, MH 75046"
TRX-41919,419b8523-5f36-4bdb-8c0a-29c7f8320a29,ericcruz@example.net,Malaysia,Home & Garden,Open-source reciprocal info-mediaries,459.33,5,0.0,2296.65,Credit Card,Refunded,2025-03-14 16:00:00,"67547 James Run, Dyermouth, VI 84015"
TRX-41920,7455c86b-6b53-45b7-a247-6074005b4165,thompsonemily@example.com,Thailand,Electronics,Compatible responsive intranet,92.08,2,0.0,184.16,Gift Card,Pending,2025-02-18 19:00:00,"PSC 2254, Box 1355, APO AA 04103"
TRX-41921,0ecd59c9-e3d8-4280-ba3b-77484efbf296,jamesolson@example.org,Argentina,Home & Garden,Mandatory high-level complexity,228.95,5,49.62,1095.13,Gift Card,Completed,2025-11-30 05:00:00,"74407 Craig Neck Apt. 436, Lake Brandonville, MT 77602"
TRX-41922,464e14ee-e695-4856-915f-c0783b8c7359,mjones@example.org,United States of America,Clothing,Secured bandwidth-monitored installation,308.78,5,0.0,1543.9,PayPal,Completed,2025-11-10 09:00:00,"Unit 9969 Box 6094, DPO AP 32267"
TRX-41923,685140b8-59a0-48c7-9674-30c948768a6e,christophervaldez@example.org,Malaysia,Sports,Future-proofed disintermediate capability,161.24,1,0.0,161.24,PayPal,Cancelled,2025-07-16 22:00:00,"510 Houston Shore, Ericshire, CO 08969"
TRX-41924,67db38e2-9de0-4e2f-b3df-4ec8f06f2b00,livirginia@example.com,Bouvet Island (Bouvetoya),Books,Intuitive responsive archive,396.27,3,0.0,1188.81,Credit Card,Refunded,2025-08-19 11:00:00,"PSC 9241, Box 3116, APO AE 59509"
TRX-41925,e9e7ae76-4b8e-4799-afd5-325875704449,patricia96@example.org,Tuvalu,Sports,Cross-platform actuating monitoring,939.69,2,463.96,1415.42,Bank Transfer,Refunded,2025-08-22 12:00:00,"072 Ryan Ferry Apt. 308, Browntown, MI 03979"
TRX-41926,6f67390c-0b77-4e5f-aa17-baad9194bcdd,andrewhopkins@example.net,Luxembourg,Clothing,Cross-group secondary challenge,846.77,4,0.0,3387.08,Credit Card,Refunded,2025-05-23 06:00:00,"745 Robert Stream, Dannyburgh, CA 85130"
TRX-41927,91adbc51-6c57-4d44-b115-94bc5e06240d,jeffrey74@example.net,Montserrat,Toys,Object-based responsive Graphical User Interface,1155.34,4,0.0,4621.36,Bank Transfer,Refunded,2025-03-12 03:00:00,"8295 Tucker Pine Suite 547, New Daniel, TX 03142"
TRX-41928,b155f7fb-52c6-41e2-9bb9-156f0783b6a4,derek06@example.org,United States of America,Home & Garden,Cross-group context-sensitive functionalities,1224.98,3,106.12,3568.82,Gift Card,Pending,2025-09-11 00:00:00,"321 Gregory Green, Millerfurt, MD 36155"
TRX-41929,e365f0bf-f4a7-4440-90fb-0d3c2ff0de71,monique55@example.com,Tajikistan,Toys,Centralized global neural-net,828.85,2,424.67,1233.03,Credit Card,Completed,2025-07-24 07:00:00,"9454 Antonio Stravenue Suite 455, South Rachelhaven, KS 09600"
TRX-41930,5301dd8b-5b34-4523-9a6e-fdd861144b7b,palmergarrett@example.org,Turks and Caicos Islands,Sports,Function-based hybrid ability,262.89,1,23.01,239.88,Gift Card,Cancelled,2025-11-18 15:00:00,"526 Stevens Oval, Tamaraburgh, MN 65147"
TRX-41931,8bc09184-bf69-44ca-bc15-4055f6c1d37c,nlynch@example.com,South Africa,Books,Implemented responsive parallelism,509.27,4,0.0,2037.08,Gift Card,Pending,2025-03-12 04:00:00,"515 Ford Crest Apt. 686, South Mary, DC 66487"
TRX-41932,0468a5fe-68ad-4ab9-ab2f-50b5cd7b9cb1,robertsonbrandi@example.com,Zimbabwe,Home & Garden,Visionary high-level collaboration,763.45,4,0.0,3053.8,PayPal,Pending,2025-09-15 09:00:00,"281 Burch Streets Suite 243, South Danielletown, WI 22139"
TRX-41933,9342ccb3-15cb-42e4-9e57-e6e64c70c8b4,dmitchell@example.com,Barbados,Toys,Extended multi-tasking open system,253.76,2,15.17,492.35,PayPal,Completed,2025-08-28 12:00:00,"73316 Peterson Meadow, South Jesse, ID 51210"
TRX-41934,e92c0ab0-089c-4075-883d-017633902391,alvarezrobert@example.org,New Zealand,Sports,Multi-tiered 24hour architecture,1014.18,5,1108.07,3962.83,PayPal,Refunded,2025-12-20 20:00:00,"769 Melanie Locks Suite 448, Rebekahmouth, MI 33075"
TRX-41935,32600536-b288-4be2-9244-bbf5ae1fde7a,cruzkathy@example.com,Nicaragua,Electronics,Assimilated non-volatile parallelism,983.97,1,0.0,983.97,Bank Transfer,Cancelled,2025-02-08 17:00:00,"964 Maldonado Mall, Scottport, NY 33990"
TRX-41936,d5a7100c-2355-430f-bdb7-b8a352ba31c8,stephanie51@example.com,Isle of Man,Toys,Horizontal explicit moderator,59.14,4,0.0,236.56,PayPal,Cancelled,2025-11-18 21:00:00,"0352 Stephen Tunnel, Ellisburgh, PW 55392"
TRX-41937,fdd18066-5279-4507-9432-68acac22c336,hernandezstephen@example.com,Guinea,Electronics,Synergistic multimedia frame,1129.55,3,0.0,3388.65,Bank Transfer,Cancelled,2025-08-14 04:00:00,"13197 Mitchell Creek Apt. 554, South Robinstad, TX 50569"
TRX-41938,a1e0b1ef-62dc-40a8-8ce6-867b40cbc598,mullinsconnie@example.com,Algeria,Home & Garden,Horizontal background approach,822.69,5,433.47,3679.98,PayPal,Completed,2025-08-18 04:00:00,"825 Brown Rest Apt. 506, East Suzannefort, TX 15839"
TRX-41939,9b21dcf5-14c7-4810-aa7b-ae2eda18f6fc,richardsonsarah@example.com,Tunisia,Electronics,Automated contextually-based support,479.1,2,96.98,861.22,Credit Card,Cancelled,2025-12-25 10:00:00,"9500 Richard Ramp Apt. 896, Reynoldshaven, AZ 98694"
TRX-41940,52fc48e8-e60f-4426-bcb3-df1fed02510d,brianjohnston@example.net,Tanzania,Electronics,Enterprise-wide stable parallelism,1279.42,4,0.0,5117.68,Bank Transfer,Refunded,2025-10-29 23:00:00,"430 Paul Camp, East Cheyenneborough, NH 03106"
TRX-41941,a1b8965c-ac09-4f39-8580-949e32e9266d,morganjennifer@example.com,Antarctica (the territory South of 60 deg S),Toys,Multi-tiered analyzing policy,625.65,1,0.0,625.65,Gift Card,Cancelled,2025-02-27 11:00:00,"07811 Smith Stravenue Suite 238, Rileymouth, ME 77477"
TRX-41942,325beef4-e0c0-46db-ade0-aefb759fbcd0,ularson@example.org,Tajikistan,Clothing,Down-sized local encoding,1353.55,5,456.27,6311.48,Gift Card,Cancelled,2025-04-20 22:00:00,"52332 Wagner Junctions, Theresaton, WI 30220"
TRX-41943,9701e639-d516-401e-93d6-cda3e4513619,elizabeth66@example.com,Burundi,Electronics,Business-focused 5thgeneration interface,473.24,2,69.14,877.34,Bank Transfer,Pending,2025-05-18 14:00:00,"36429 Herrera Oval Apt. 251, Knappview, WA 10088"
TRX-41944,713940d6-58cf-4256-802a-a286aa698874,carterjerry@example.net,Kenya,Sports,Cloned client-driven initiative,897.25,4,658.21,2930.79,Credit Card,Cancelled,2025-04-18 14:00:00,"8182 Brown Brooks Apt. 272, Cooleyberg, NY 36853"
TRX-41945,252e0325-e81e-42f8-817e-eabe939d93ce,andreascott@example.org,Faroe Islands,Toys,Innovative zero-defect customer loyalty,812.13,4,930.7,2317.82,Gift Card,Completed,2025-04-30 04:00:00,"474 Washington Tunnel, Martinezburgh, VI 20230"
TRX-41946,d37e313a-2753-4a3e-937d-31d411d7054f,carolinejames@example.net,Paraguay,Books,Focused actuating frame,1491.1,3,0.0,4473.3,Gift Card,Cancelled,2025-10-28 05:00:00,"59742 George Courts Apt. 732, North Nicolasborough, MS 42665"
TRX-41947,4099912b-bf89-44e5-9f07-4fd01141ac21,jessicasawyer@example.com,Sierra Leone,Sports,Inverse logistical function,741.19,4,0.0,2964.76,Bank Transfer,Completed,2025-09-22 12:00:00,"52749 Jennifer Forges, West Vanessa, MD 74375"
